STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TAVG,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT06,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT11,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080212,1.4,H, ,S,9999,2.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080213,1.0,H, ,S,9999,2.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080214,-1.9,H, ,S,9999,0.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080215,-5.3,H, ,S,9999,-2.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080216,-5.5,H, ,S,9999,-9999, , , ,9999,-10.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080217,0.8,H, ,S,9999,3.6, , ,S,9999,-1.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080218,-0.6,H, ,S,9999,2.0, , ,S,9999,-4.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080219,-2.1,H, ,S,9999,1.2, , ,S,9999,-5.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080220,0.1,H, ,S,9999,2.5, , ,S,9999,-4.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080221,1.6,H, ,S,9999,-9999, , , ,9999,0.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080222,4.2,H, ,S,9999,7.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080223,2.8,H, ,S,9999,5.6, , ,S,9999,0.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080224,2.0,H, ,S,9999,4.6, , ,S,9999,-0.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080225,4.2,H, ,S,9999,6.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080226,1.9,H, ,S,9999,3.5, , ,S,9999,0.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080227,3.3,H, ,S,9999,4.0, , ,S,9999,0.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080228,0.6,H, ,S,9999,3.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080229,0.3,H, ,S,9999,2.6, , ,S,9999,-2.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080301,0.6,H, ,S,9999,1.1, , ,S,9999,0.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080302,0.1,H, ,S,9999,0.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080303,-1.3,H, ,S,9999,0.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080304,-3.8,H, ,S,9999,-1.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080305,-2.8,H, ,S,9999,0.4, , ,S,9999,-6.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080306,0.4,H, ,S,9999,2.3, , ,S,9999,-3.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080307,1.4,H, ,S,9999,3.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080308,0.7,H, ,S,9999,-9999, , , ,9999,-1.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080309,2.5,H, ,S,9999,-9999, , , ,9999,1.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080310,4.8,H, ,S,9999,7.3, , ,S,9999,3.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080311,4.3,H, ,S,9999,7.3, , ,S,9999,2.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080312,2.7,H, ,S,9999,6.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080313,1.1,H, ,S,9999,2.3, , ,S,9999,0.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080314,2.3,H, ,S,9999,4.6, , ,S,9999,1.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080315,0.4,H, ,S,9999,2.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080316,-0.2,H, ,S,9999,1.5, , ,S,9999,-1.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080317,0.5,H, ,S,9999,1.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080318,0.4,H, ,S,9999,3.5, , ,S,9999,-0.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080319,-0.9,H, ,S,9999,2.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080320,-2.8,H, ,S,9999,0.4, , ,S,9999,-5.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080321,-3.8,H, ,S,9999,-1.0, , ,S,9999,-7.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080322,-2.8,H, ,S,9999,-0.1, , ,S,9999,-6.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080323,-3.2,H, ,S,9999,-1.2, , ,S,9999,-5.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080324,-2.8,H, ,S,9999,-9999, , , ,9999,-7.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080325,-0.7,H, ,S,9999,1.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080326,-3.3,H, ,S,9999,-0.6, , ,S,9999,-4.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080327,-1.2,H, ,S,9999,2.6, , ,S,9999,-4.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080328,1.1,H, ,S,9999,5.2, , ,S,9999,-2.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080329,3.6,H, ,S,9999,6.3, , ,S,9999,0.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080330,4.1,H, ,S,9999,5.6, , ,S,9999,2.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080331,5.9,H, ,S,9999,10.5, , ,S,9999,2.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080401,5.9,H, ,S,9999,11.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080402,4.9,H, ,S,9999,9.5, , ,S,9999,0.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080403,6.2,H, ,S,9999,10.3, , ,S,9999,1.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080404,4.6,H, ,S,9999,10.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080405,2.6,H, ,S,9999,4.2, , ,S,9999,-0.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080406,6.2,H, ,S,9999,9.6, , ,S,9999,3.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080407,6.5,H, ,S,9999,8.5, , ,S,9999,5.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080408,6.4,H, ,S,9999,9.0, , ,S,9999,5.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080409,3.6,H, ,S,9999,6.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080410,3.3,H, ,S,9999,5.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080411,4.1,H, ,S,9999,7.9, , ,S,9999,0.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080412,4.6,H, ,S,9999,7.7, , ,S,9999,1.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080413,2.9,H, ,S,9999,5.8, , ,S,9999,1.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080414,4.3,H, ,S,9999,9.3, , ,S,9999,1.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080415,3.8,H, ,S,9999,6.5, , ,S,9999,1.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20080416,4.0,H, ,S,9999,5.4, , ,S,9999,3.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
